Gene,ChineseAmber,Leoti,pi229841,pi297155,pi300119,pi329311,pi506069,pi510757,pi655972,Rio,tx430,btx623,Grassl
SbiRTX436.06G178300,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.06G180200,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.06G181700,1,1,1,1,1,0,1,1,1,0,0,0,0
SbiRTX436.06G182600,1,1,1,1,1,1,1,1,1,0,1,0,0
SbiRTX436.06G182900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G183100,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.06G188300,0,1,1,0,1,0,0,0,0,0,0,0,0
SbiRTX436.06G188600,0,0,0,1,0,0,1,0,0,1,1,1,0
SbiRTX436.06G189000,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G190700,0,1,1,1,0,0,0,1,1,1,0,0,0
SbiRTX436.06G192100,0,1,0,1,0,0,0,1,1,1,1,0,0
SbiRTX436.06G192900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G193300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G194500,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G194600,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.06G196500,0,1,1,1,1,1,0,0,1,1,1,1,1
SbiRTX436.06G197800,1,0,0,0,0,1,0,0,0,0,0,0,0
SbiRTX436.06G198300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G198500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.06G199100,1,0,1,0,0,0,0,0,0,0,0,0,0
SbiRTX436.06G199800,0,0,0,0,0,0,1,0,0,0,0,0,0
SbiRTX436.06G200700,1,1,1,1,0,0,0,1,1,1,0,0,0
SbiRTX436.06G201800,0,0,0,0,1,0,1,0,0,0,1,0,0
SbiRTX436.06G206400,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G207800,1,0,1,1,0,0,0,0,0,1,0,0,0
SbiRTX436.06G208800,1,1,0,0,1,0,0,0,1,0,1,1,1
SbiRTX436.06G209500,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.06G210900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.06G213700,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G216300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G217700,1,1,1,1,0,0,0,1,1,1,0,1,1
SbiRTX436.06G220300,1,1,1,1,1,1,1,1,0,0,1,1,1
SbiRTX436.06G221200,1,1,1,0,1,1,1,1,1,1,1,1,1
SbiRTX436.06G223100,1,1,1,1,1,1,1,0,1,1,1,1,1
SbiRTX436.06G223600,1,1,1,1,0,0,1,1,1,1,1,1,1
SbiRTX436.06G224800,0,1,1,1,1,1,1,1,1,0,1,1,1
SbiRTX436.06G228000,1,1,0,1,1,0,0,0,1,1,1,1,1
SbiRTX436.06G228700,0,0,0,0,0,0,0,0,1,0,0,0,0
SbiRTX436.06G229300,1,0,0,0,1,0,0,0,0,1,0,0,0
SbiRTX436.06G229900,1,1,0,1,0,1,1,1,1,1,1,1,1
SbiRTX436.06G230500,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G230800,1,0,0,1,1,0,0,0,0,0,1,0,0
SbiRTX436.06G231500,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G234200,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G238100,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.06G238300,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.06G238600,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G240400,1,0,0,1,1,0,0,1,1,0,0,1,1
SbiRTX436.06G241900,0,1,0,1,0,1,1,0,1,1,0,0,0
SbiRTX436.06G242100,0,0,1,0,1,0,1,1,0,1,0,0,0
SbiRTX436.06G244800,0,1,0,0,0,1,0,1,0,0,1,1,1
SbiRTX436.06G246800,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G250500,0,0,1,0,1,0,0,0,0,0,0,0,0
SbiRTX436.06G250800,1,1,0,0,0,0,1,1,0,0,1,0,0
SbiRTX436.06G251100,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G251300,1,1,1,0,1,1,1,1,0,0,1,0,0
SbiRTX436.06G258400,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.06G258600,1,1,1,1,1,1,1,1,1,1,1,0,0
SbiRTX436.06G258700,1,1,1,1,0,1,1,1,1,1,1,0,0
SbiRTX436.06G263200,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G263900,1,1,1,1,1,0,1,1,1,1,0,1,1
SbiRTX436.06G264300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.06G267200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.06G269200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.06G270000,0,1,0,0,0,1,0,0,1,0,0,1,1
SbiRTX436.06G270400,0,0,1,1,1,1,1,1,1,1,1,0,0
SbiRTX436.06G270700,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.06G276600,1,1,0,0,0,1,1,0,0,0,1,1,1
SbiRTX436.06G280600,0,0,1,1,1,0,1,1,1,1,1,1,1
SbiRTX436.06G280900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.06G281000,1,1,1,1,1,1,1,1,1,1,1,0,0
SbiRTX436.06G283100,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G000500,1,1,1,1,1,1,0,1,1,1,1,0,0
SbiRTX436.07G002100,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G005500,0,0,0,1,1,0,0,0,1,0,0,0,0
SbiRTX436.07G006200,1,1,0,0,0,0,0,0,0,1,1,1,1
SbiRTX436.07G007400,0,0,1,0,0,0,1,1,0,1,1,0,0
SbiRTX436.07G008000,1,1,1,1,1,1,1,0,1,0,0,0,0
SbiRTX436.07G008900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G012700,0,0,1,1,0,0,1,1,1,1,0,0,0
SbiRTX436.07G014000,1,0,0,1,0,1,0,1,1,0,0,0,0
SbiRTX436.07G014500,0,0,0,0,1,1,0,0,0,1,0,0,0
SbiRTX436.07G015400,1,0,0,0,0,0,0,0,0,0,0,0,0
SbiRTX436.07G017000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G017300,1,0,0,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G020600,1,1,1,0,1,1,1,1,1,1,1,1,1
SbiRTX436.07G023000,1,1,0,1,1,1,1,0,1,1,1,1,1
SbiRTX436.07G023200,0,0,0,0,1,0,0,0,0,1,0,0,0
SbiRTX436.07G030600,0,0,1,1,1,0,1,1,0,0,1,1,1
SbiRTX436.07G030900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G032200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G033300,1,1,1,1,1,1,1,1,1,1,0,1,1
SbiRTX436.07G033300_1,0,0,0,0,0,0,0,0,0,1,0,0,0
SbiRTX436.07G039500,0,0,0,1,0,0,1,0,1,0,1,0,0
SbiRTX436.07G039700,1,1,0,0,0,0,0,1,0,0,0,0,0
SbiRTX436.07G040200,0,0,1,1,0,0,0,0,0,0,0,0,0
SbiRTX436.07G040300,0,0,1,1,1,0,1,0,1,0,0,0,0
SbiRTX436.07G041300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G042200,0,0,0,0,0,0,0,1,0,0,0,0,0
SbiRTX436.07G042800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G043400,1,1,1,0,1,1,1,1,0,0,1,1,1
SbiRTX436.07G043800,1,1,1,1,1,0,0,1,1,0,1,0,0
SbiRTX436.07G044800,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G049400,0,0,1,0,0,0,0,0,1,1,0,0,0
SbiRTX436.07G051100,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G052900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G055900,1,0,0,0,1,1,1,1,0,1,1,1,1
SbiRTX436.07G058600,0,0,0,0,0,1,0,0,0,1,0,0,0
SbiRTX436.07G059400,0,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G059500,0,0,0,0,0,0,0,1,0,0,1,1,1
SbiRTX436.07G059700,1,1,0,0,1,1,0,0,0,1,0,1,0
SbiRTX436.07G060000,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G061200,0,0,0,0,0,1,0,1,0,0,0,0,0
SbiRTX436.07G063700,0,0,0,0,0,0,0,1,0,1,1,0,0
SbiRTX436.07G064000,1,1,0,1,1,0,0,0,0,1,1,0,0
SbiRTX436.07G068600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G076100,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.07G076400,1,1,1,1,1,1,1,1,1,0,1,1,1
SbiRTX436.07G076500,1,1,0,0,0,1,1,0,0,0,0,0,0
SbiRTX436.07G077400,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G078100,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G078500,0,0,0,0,1,0,0,1,0,1,1,0,0
SbiRTX436.07G079300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G080100,1,1,1,0,1,0,1,1,0,1,1,1,1
SbiRTX436.07G080600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G081100,0,0,1,1,0,0,0,0,1,1,0,1,1
SbiRTX436.07G082000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G082200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G083300,0,0,0,0,0,0,0,1,0,1,0,0,0
SbiRTX436.07G084200,0,0,1,1,0,0,0,0,1,0,1,1,1
SbiRTX436.07G084300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G086500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G088200,0,0,0,0,0,0,0,1,0,0,0,0,0
SbiRTX436.07G088800,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G089700,0,0,1,0,0,0,0,0,0,0,1,0,0
SbiRTX436.07G090300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G091800,1,1,1,0,1,1,1,1,1,1,1,1,1
SbiRTX436.07G091800_1,0,0,0,0,1,0,0,0,0,0,0,0,0
SbiRTX436.07G093000,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G093400,0,0,1,0,1,0,0,0,0,0,0,0,0
SbiRTX436.07G093500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G093600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G094800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G095300,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G095500,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G095700,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G095800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G096300,1,1,0,1,0,0,1,1,1,1,1,1,1
SbiRTX436.07G096400,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G096500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G096600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G096700,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G097300,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G097900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G098000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G098200,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G098300,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G098500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G098600,0,0,1,0,0,1,0,1,0,0,1,1,1
SbiRTX436.07G098800,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G099200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G099800,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G099900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G100100,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G100500,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G101300,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G101300_1,0,0,0,0,0,0,0,0,0,0,0,0,1
SbiRTX436.07G101700,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G101900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G102100,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G102200,0,1,0,0,0,0,0,0,1,0,0,0,0
SbiRTX436.07G102400,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G102900,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.07G103500,0,0,0,1,1,0,0,0,1,1,1,1,1
SbiRTX436.07G103800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G104800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G105100,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G105200,0,0,1,1,0,0,0,0,0,0,0,0,0
SbiRTX436.07G106500,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G108900,0,0,0,0,0,0,0,0,1,0,1,1,1
SbiRTX436.07G109100,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G109300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G111800,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G111900,0,1,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G112200,0,0,0,1,0,0,0,0,0,0,0,0,0
SbiRTX436.07G114400,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G119300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G120700,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G121500,1,1,0,1,0,1,1,1,0,1,1,1,1
SbiRTX436.07G123200,1,1,1,1,1,1,1,0,0,1,1,1,1
SbiRTX436.07G123500,0,0,1,0,0,1,1,1,0,0,1,1,0
SbiRTX436.07G125700,0,0,0,0,1,1,0,0,0,1,1,0,0
SbiRTX436.07G128600,0,1,0,0,1,1,1,0,0,0,1,0,0
SbiRTX436.07G129500,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G131500,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.07G132100,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G133600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G134100,0,0,0,0,0,0,1,0,0,0,1,0,0
SbiRTX436.07G136300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G137100,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G138800,1,0,0,0,1,1,1,0,0,0,1,0,0
SbiRTX436.07G140800,1,1,1,1,1,1,0,1,1,1,1,1,1
SbiRTX436.07G140900,1,1,1,1,1,1,0,1,1,1,1,1,1
SbiRTX436.07G143100,0,0,0,0,1,1,0,1,0,1,0,0,0
SbiRTX436.07G143300,1,1,1,1,0,1,1,0,0,0,1,0,0
SbiRTX436.07G143900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G145500,0,0,0,1,1,1,1,1,0,0,0,0,0
SbiRTX436.07G145600,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.07G146200,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.07G149600,0,0,0,1,0,1,0,1,1,0,1,0,0
SbiRTX436.07G150400,0,0,1,1,0,0,0,0,1,0,0,0,0
SbiRTX436.07G151800,1,1,0,1,1,1,1,1,1,1,0,0,0
SbiRTX436.07G153000,0,0,1,1,0,0,0,0,0,0,0,0,0
SbiRTX436.07G154200,0,1,1,1,0,0,0,0,1,0,1,1,1
SbiRTX436.07G156400,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.07G156800,0,0,0,1,0,1,0,0,1,0,0,1,1
SbiRTX436.07G157200,1,1,1,1,1,1,1,1,1,1,1,0,0
SbiRTX436.07G157900,1,0,0,0,0,1,0,0,1,1,1,1,1
SbiRTX436.07G158200,1,1,1,1,0,1,1,1,1,0,0,1,1
SbiRTX436.07G158500,1,1,1,0,1,1,1,1,1,1,1,1,1
SbiRTX436.07G159800,1,1,0,0,0,0,0,0,1,0,0,0,0
SbiRTX436.07G160100,1,0,1,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G160800,0,0,1,1,1,1,1,0,1,0,1,1,1
SbiRTX436.07G164000,0,0,1,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G164500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G167000,0,0,0,0,1,0,0,0,1,0,1,1,1
SbiRTX436.07G170900,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G171200,0,0,1,0,0,0,1,1,0,1,1,0,0
SbiRTX436.07G176200,0,0,0,0,0,0,0,1,0,0,0,0,0
SbiRTX436.07G178300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G184200,0,0,1,1,0,0,0,1,1,1,0,0,0
SbiRTX436.07G184300,0,0,0,0,1,1,1,1,1,0,0,0,0
SbiRTX436.07G184700,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G185000,0,0,1,1,0,0,0,0,1,0,1,1,1
SbiRTX436.07G187100,0,0,0,1,0,1,0,0,0,0,1,1,1
SbiRTX436.07G188000,0,0,1,1,0,1,1,1,1,0,1,1,1
SbiRTX436.07G195400,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.07G196200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G196900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G196900_1,0,1,0,0,0,0,0,0,0,0,0,0,0
SbiRTX436.07G198600,1,1,1,1,1,0,0,1,1,0,1,0,0
SbiRTX436.07G198800,1,1,1,1,0,1,0,1,1,1,1,1,1
SbiRTX436.07G199500,1,0,0,0,1,1,0,1,0,0,0,0,0
SbiRTX436.07G205300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G207000,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.07G207200,1,1,1,0,0,1,1,0,0,0,0,0,0
SbiRTX436.07G209800,0,0,0,0,1,1,1,1,0,0,0,0,0
SbiRTX436.07G211300,1,0,0,1,0,1,0,1,0,0,0,0,0
SbiRTX436.07G212000,0,0,0,0,0,0,0,0,0,0,0,1,0
SbiRTX436.07G213500,1,1,0,1,1,1,0,1,0,1,1,0,0
SbiRTX436.07G214500,1,1,1,0,1,1,1,1,0,1,1,1,1
SbiRTX436.07G214700,1,0,0,1,0,0,0,1,0,0,1,0,0
SbiRTX436.07G215900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G218000,0,0,1,1,1,0,0,0,1,1,1,1,1
SbiRTX436.07G218200,1,0,0,0,0,0,0,1,0,0,1,1,1
SbiRTX436.07G218500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.07G219600,1,1,0,0,1,1,1,1,1,1,1,1,1
SbiRTX436.07G223000,1,0,0,1,0,0,0,0,0,0,1,1,1
SbiRTX436.07G223900,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.07G224600,1,1,1,1,1,1,1,1,0,0,1,1,1
SbiRTX436.08G001000,0,0,1,0,0,0,1,1,0,0,1,1,1
SbiRTX436.08G003200,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G006200,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G008000,1,1,0,1,0,0,0,0,1,0,1,1,1
SbiRTX436.08G014000,0,1,0,0,1,1,0,1,1,1,1,0,0
SbiRTX436.08G015000,0,0,0,0,0,0,1,1,0,0,0,0,0
SbiRTX436.08G015600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G020300,0,0,1,1,0,0,1,1,1,1,1,1,1
SbiRTX436.08G020400,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G026400,0,0,0,0,0,0,0,1,0,0,0,0,0
SbiRTX436.08G026500,0,0,0,0,1,1,0,1,0,0,0,0,0
SbiRTX436.08G027200,0,0,0,1,0,0,1,0,1,0,1,0,0
SbiRTX436.08G028400,1,1,0,0,1,0,1,1,1,1,1,1,1
SbiRTX436.08G028900,1,1,1,0,1,1,1,1,0,1,1,0,0
SbiRTX436.08G029100,0,0,0,1,0,0,1,0,0,0,1,1,1
SbiRTX436.08G032700,1,1,1,1,0,0,0,0,0,0,0,0,0
SbiRTX436.08G034800,0,0,0,0,1,0,0,0,0,0,1,0,0
SbiRTX436.08G040800,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.08G041700,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G043400,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G044200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G047900,0,1,1,0,0,0,0,0,0,0,1,0,0
SbiRTX436.08G050100,0,0,0,1,0,0,0,0,1,0,0,1,1
SbiRTX436.08G051500,1,1,1,1,0,1,1,0,1,1,1,0,0
SbiRTX436.08G051600,1,1,0,1,0,1,1,0,1,0,1,1,1
SbiRTX436.08G052300,1,1,1,0,1,1,1,1,0,1,0,0,0
SbiRTX436.08G053600,0,0,0,0,0,0,1,0,0,0,0,0,0
SbiRTX436.08G054400,0,0,0,0,0,0,1,0,0,0,0,1,1
SbiRTX436.08G054700,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G054800,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G059300,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G059300_1,0,0,0,0,0,1,0,0,0,0,0,0,0
SbiRTX436.08G059800,1,1,1,1,0,1,1,1,1,1,1,1,1
SbiRTX436.08G059900,1,0,0,0,1,0,0,1,0,1,0,0,0
SbiRTX436.08G060600,1,1,0,1,0,0,0,1,1,1,1,1,1
SbiRTX436.08G061500,0,0,0,0,0,0,0,0,0,0,1,1,0
SbiRTX436.08G061600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G063700,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G064300,0,0,0,0,0,0,0,0,0,0,1,1,0
SbiRTX436.08G064400,1,0,1,0,1,1,1,1,0,1,1,0,0
SbiRTX436.08G064600,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G065400,1,0,0,0,1,1,0,0,0,1,0,0,0
SbiRTX436.08G065800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G066400,0,0,0,0,0,0,0,1,0,1,0,0,0
SbiRTX436.08G067800,1,0,0,0,1,0,1,0,0,1,0,0,0
SbiRTX436.08G068100,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G068800,1,1,1,1,1,0,1,1,1,0,1,1,1
SbiRTX436.08G069600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G070000,0,0,1,0,1,0,0,0,0,0,0,0,0
SbiRTX436.08G073000,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G073900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G076200,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G078900,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G079500,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G079800,0,0,0,1,0,0,0,0,0,0,0,0,0
SbiRTX436.08G079900,0,0,1,1,0,0,1,1,1,0,0,0,0
SbiRTX436.08G083700,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G084300,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G084700,0,0,0,0,0,1,0,0,0,0,0,1,1
SbiRTX436.08G085600,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G087200,1,1,1,1,0,1,1,0,1,1,1,1,1
SbiRTX436.08G087600,1,1,0,1,0,0,0,1,1,0,0,0,0
SbiRTX436.08G087800,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G087900,0,1,1,0,0,0,0,0,0,0,0,0,0
SbiRTX436.08G088000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G088400,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G088900,1,0,1,1,1,0,0,1,0,1,1,1,1
SbiRTX436.08G089000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G089100,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G089500,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G089600,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G090200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G090700,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G090800,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G090900,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G091000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G092100,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G092400,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G092600,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.08G093000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G093400,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G094200,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G094500,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G095100,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G095300,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G095400,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G096000,0,0,0,0,0,0,0,1,0,0,1,0,0
SbiRTX436.08G096700,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G097000,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G097200,0,0,0,0,0,0,0,0,0,0,1,1,1
SbiRTX436.08G097400,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G098200,0,0,0,0,0,0,0,0,0,0,1,0,0
SbiRTX436.08G099200,1,1,1,1,1,1,1,1,1,1,1,1,1
SbiRTX436.08G099500,0,0,0,0,0,0,0,0,0,0,0,1,1
SbiRTX436.08G100300,1,1,1,1,1,1,0,1,1,1,1,1,1
SbiRTX436.08G104000,1,0,0,0,1,1,1,1,0,1,1,0,0
